date,train_id,delay_cause,delay_minutes,lead_equipment,ptc_system,engine_type,day_of_week
2022-09-14,6324,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-15,1011,NJT PTC MECHANICAL,16,5.0,,,MF
2022-09-15,6655,NJT PTC MECHANICAL,12,9.0,,,MF
2022-09-15,6606,NJT PTC MECHANICAL,9,4664.0,Siemens,,MF
2022-09-15,6359,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-15,3920,NJT PTC MECHANICAL,0,4601.0,Alstom,,MF
2022-09-16,6639,NJT PTC MECHANICAL,13,,,,MF
2022-09-16,1111,NJT PTC,13,6.0,,,MF
2022-09-16,3260,NJT PTC MECHANICAL,18,8.0,,,MF
2022-09-16,6339,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-16,3234,NJT PTC MECHANICAL,18,8.0,,,MF
2022-09-17,1724,NJT PTC MECHANICAL,9,6.0,,,SA
2022-09-18,7272,NJT PTC MECHANICAL,14,,,,SS
2022-09-18,7285,NJT PTC MECHANICAL,60,8.0,,,SS
2022-09-19,3270,NJT PTC MECHANICAL,11,8.0,,,MF
2022-09-19,3943,NJT PTC MECHANICAL,10,9.0,,,MF
2022-09-19,3595,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-19,3837,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-19,3598,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-19,3852,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-20,3860,NJT PTC MECHANICAL,9,9.0,,,MF
2022-09-20,3896,NJT PTC MECHANICAL,9,8.0,,,MF
2022-09-20,3265,NJT PTC MECHANICAL,18,,,,MF
2022-09-20,3267,NJT PTC MECHANICAL,15,9.0,,,MF
2022-09-20,3363,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-20,3511,NJT PTC MECHANICAL,21,8.0,,,MF
2022-09-20,3513,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-20,3725,NJT PTC MECHANICAL,15,8.0,,,MF
2022-09-20,3867,NJT PTC MECHANICAL,13,9.0,,,MF
2022-09-20,3951,NJT PTC MECHANICAL,10,9.0,,,MF
2022-09-20,3727,NJT PTC MECHANICAL,16,12.0,,,MF
2022-09-20,6273,NJT PTC MECHANICAL,11,9.0,,,MF
2022-09-20,6431,NJT PTC MECHANICAL,12,8.0,,,MF
2022-09-20,6651,NJT PTC MECHANICAL,10,9.0,,,MF
2022-09-20,5150,NJT PTC MECHANICAL,30,,,,MF
2022-09-20,1132,NJT PTC MECHANICAL,13,6.0,,,MF
2022-09-20,5746,NJT PTC MECHANICAL,59,7.0,,,MF
2022-09-20,4367,NJT PTC MECHANICAL,10,5.0,,,MF
2022-09-20,5179,NJT PTC MECHANICAL,0,7.0,,,MF
2022-09-20,5747,NJT PTC MECHANICAL,14,7.0,,,MF
2022-09-20,3949,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-20,5451,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-20,5448,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-20,3512,NJT PTC MECHANICAL,31,8.0,,,MF
2022-09-20,3260,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-20,3272,NJT PTC MECHANICAL,9,10.0,,,MF
2022-09-21,1630,NJT PTC MECHANICAL,12,4.0,,,MF
2022-09-21,1632,NJT PTC MECHANICAL,14,6.0,,,MF
2022-09-21,1628,NJT PTC MECHANICAL,11,,,,MF
2022-09-21,5448,NJT PTC MECHANICAL,28,6.0,,,MF
2022-09-21,1617,NJT PTC MECHANICAL,12,6.0,,,MF
2022-09-21,1621,NJT PTC MECHANICAL,16,3.0,,,MF
2022-09-21,1623,NJT PTC MECHANICAL,16,4.0,,,MF
2022-09-21,1653,NJT PTC MECHANICAL,14,4.0,,,MF
2022-09-23,3230,NJT PTC MECHANICAL,13,6.0,,,MF
2022-09-23,3511,NJT PTC MECHANICAL,17,8.0,,,MF
2022-09-23,807,NJT PTC MECHANICAL,18,5.0,,,MF
2022-09-23,6644,NJT PTC MECHANICAL,11,9.0,,,MF
2022-09-23,6670,NJT PTC MECHANICAL,9,9.0,,,MF
2022-09-23,6656,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-23,3720,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-23,6653,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-23,3949,NJT PTC MECHANICAL,25,9.0,,,MF
2022-09-23,6647,NJT PTC MECHANICAL,23,9.0,,,MF
2022-09-23,3957,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-23,6651,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-23,3124,NJT PTC MECHANICAL,10,1478.0,Alstom,,MF
2022-09-23,3265,NJT PTC MECHANICAL,9,,,,MF
2022-09-23,6324,NJT PTC MECHANICAL,24,6.0,,,MF
2022-09-23,424,NJT PTC MECHANICAL,14,3.0,,,MF
2022-09-23,3320,NJT PTC MECHANICAL,13,4511.0,Siemens,,MF
2022-09-24,7821,NJT PTC MECHANICAL,16,,,,SA
2022-09-24,5522,NJT PTC MECHANICAL,14,,,,SA
2022-09-26,5439,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-26,5451,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-26,6663,NJT PTC MECHANICAL,12,8.0,,,MF
2022-09-26,1117,NJT PTC MECHANICAL,10,,,,MF
2022-09-27,6676,NJT PTC MECHANICAL,25,9.0,,,MF
2022-09-27,453,NJT PTC MECHANICAL,26,3.0,,,MF
2022-09-27,6674,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-27,3830,NJT PTC MECHANICAL,13,6056.0,Alstom,,MF
2022-09-27,6632,NJT PTC MECHANICAL,28,8.0,,,MF
2022-09-27,6210,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-27,645,NJT PTC MECHANICAL,12,3.0,,,MF
2022-09-27,6355,NJT PTC MECHANICAL,8,8.0,,,MF
2022-09-27,6227,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-27,429,NJT PTC MECHANICAL,10,5.0,,,MF
2022-09-27,6332,NJT PTC MECHANICAL,74,8.0,,,MF
2022-09-28,4641,NJT PTC MECHANICAL,0,3.0,,,MF
2022-09-28,4634,NJT PTC MECHANICAL,0,3.0,,,MF
2022-09-28,3218,NJT PTC MECHANICAL,34,4610.0,Alstom,,MF
2022-09-28,3898,NJT PTC MECHANICAL,12,,,,MF
2022-09-28,3222,NJT PTC MECHANICAL,10,4627.0,Alstom,,MF
2022-09-28,3710,NJT PTC MECHANICAL,18,12.0,,,MF
2022-09-28,3720,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-28,6606,NJT PTC MECHANICAL,19,4664.0,Siemens,,MF
2022-09-28,3713,NJT PTC MECHANICAL,10,8.0,,,MF
2022-09-28,3951,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-28,6359,NJT PTC MECHANICAL,0,9.0,,,MF
2022-09-28,3126,NJT PTC MECHANICAL,16,4635.0,Siemens,,MF
2022-09-28,3224,NJT PTC MECHANICAL,17,8.0,,,MF
2022-09-28,3924,NJT PTC MECHANICAL,13,6031.0,Alstom,,MF
2022-09-28,3926,NJT PTC MECHANICAL,14,4660.0,Siemens,,MF
2022-09-28,4633,NJT PTC MECHANICAL,0,3.0,,,MF
2022-09-28,3312,NJT PTC MECHANICAL,44,4505.0,Siemens,,MF
2022-09-28,3210,NJT PTC MECHANICAL,0,4655.0,Siemens,,MF
2022-09-28,1632,NJT PTC MECHANICAL,27,6.0,,,MF
2022-09-28,6318,NJT PTC MECHANICAL,12,9.0,,,MF
2022-09-28,6410,NJT PTC MECHANICAL,8,8.0,,,MF
2022-09-28,6614,NJT PTC MECHANICAL,7,4620.0,Alstom,,MF
2022-09-28,6616,NJT PTC MECHANICAL,11,7000.0,Alstom,,MF
2022-09-28,3124,NJT PTC MECHANICAL,21,1478.0,Alstom,,MF
2022-09-28,3320,NJT PTC MECHANICAL,14,4511.0,Siemens,,MF
2022-09-28,3502,NJT PTC MECHANICAL,15,9.0,,,MF
2022-09-28,3922,NJT PTC MECHANICAL,16,4608.0,Alstom,,MF
2022-09-28,1621,NJT PTC MECHANICAL,27,3.0,,,MF
2022-09-28,1623,NJT PTC MECHANICAL,28,4.0,,,MF
2022-09-28,1617,NJT PTC MECHANICAL,0,6.0,,,MF
2022-09-29,3930,NJT PTC MECHANICAL,0,8.0,,,MF
2022-09-30,3710,NJT PTC MECHANICAL,0,12.0,,,MF
2022-09-30,3932,NJT PTC MECHANICAL,15,8.0,,,MF
2022-09-30,6674,NJT PTC MECHANICAL,12,9.0,,,MF
2022-09-30,3808,NJT PTC MECHANICAL,0,1470.0,Alstom,,MF
2022-10-03,447,NJT PTC MECHANICAL,16,3.0,,,MF
2022-10-03,6655,NJT PTC MECHANICAL,18,9.0,,,MF
2022-10-03,6252,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-03,6293,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-03,6355,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-04,3283,NJT PTC MECHANICAL,12,8.0,,,MF
2022-10-04,3288,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-04,3951,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-04,3858,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-05,6320,NJT PTC HUMAN ERROR,13,9.0,,,MF
2022-10-05,3712,NJT PTC HUMAN ERROR,17,10.0,,,MF
2022-10-05,3320,NJT PTC MECHANICAL,8,4511.0,Siemens,,MF
2022-10-05,3716,NJT PTC HUMAN ERROR,12,,,,MF
2022-10-05,3830,NJT PTC HUMAN ERROR,10,6056.0,Alstom,,MF
2022-10-05,3930,NJT PTC HUMAN ERROR,11,8.0,,,MF
2022-10-05,435,NJT PTC MECHANICAL,11,4.0,,,MF
2022-10-05,3126,NJT PTC HUMAN ERROR,13,4635.0,Siemens,,MF
2022-10-05,3502,NJT PTC MECHANICAL,10,9.0,,,MF
2022-10-05,424,NJT PTC MECHANICAL,11,3.0,,,MF
2022-10-05,6658,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-05,3713,NJT PTC MECHANICAL,16,8.0,,,MF
2022-10-05,3227,NJT PTC HUMAN ERROR,10,9.0,,,MF
2022-10-05,6227,NJT PTC HUMAN ERROR,14,8.0,,,MF
2022-10-05,6317,NJT PTC HUMAN ERROR,11,8.0,,,MF
2022-10-05,6617,NJT PTC HUMAN ERROR,9,8.0,,,MF
2022-10-05,3175,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-05,3218,NJT PTC MECHANICAL,0,4610.0,Alstom,,MF
2022-10-05,3224,NJT PTC HUMAN ERROR,15,8.0,,,MF
2022-10-05,6616,NJT PTC HUMAN ERROR,17,7000.0,Alstom,,MF
2022-10-05,3222,NJT PTC HUMAN ERROR,24,4627.0,Alstom,,MF
2022-10-05,3714,NJT PTC HUMAN ERROR,13,1518.0,Alstom,,MF
2022-10-05,3828,NJT PTC HUMAN ERROR,17,8.0,,,MF
2022-10-05,3924,NJT PTC HUMAN ERROR,21,6031.0,Alstom,,MF
2022-10-05,6214,NJT PTC HUMAN ERROR,17,8.0,,,MF
2022-10-05,6318,NJT PTC HUMAN ERROR,11,9.0,,,MF
2022-10-05,6620,NJT PTC HUMAN ERROR,16,7042.0,Alstom,,MF
2022-10-05,6624,NJT PTC HUMAN ERROR,9,,,,MF
2022-10-05,3922,NJT PTC MECHANICAL,8,4608.0,Alstom,,MF
2022-10-05,3926,NJT PTC HUMAN ERROR,19,4660.0,Siemens,,MF
2022-10-06,6604,NJT PTC MECHANICAL,12,4626.0,Alstom,,MF
2022-10-06,3702,NJT PTC MECHANICAL,9,8.0,,,MF
2022-10-06,3208,NJT PTC MECHANICAL,18,4646.0,Siemens,,MF
2022-10-06,3712,NJT PTC MECHANICAL,10,10.0,,,MF
2022-10-06,3705,NJT PTC MECHANICAL,12,10.0,,,MF
2022-10-06,3815,NJT PTC MECHANICAL,25,8.0,,,MF
2022-10-06,3817,NJT PTC MECHANICAL,12,6.0,,,MF
2022-10-06,3959,NJT PTC MECHANICAL,0,10.0,,,MF
2022-10-06,3881,NJT PTC MECHANICAL,14,,,,MF
2022-10-06,3700,NJT PTC MECHANICAL,23,6.0,,,MF
2022-10-06,3810,NJT PTC MECHANICAL,22,7053.0,Alstom,,MF
2022-10-06,3910,NJT PTC MECHANICAL,21,1360.0,Alstom,,MF
2022-10-06,3834,NJT PTC MECHANICAL,9,8.0,,,MF
2022-10-06,3934,NJT PTC MECHANICAL,0,7015.0,Alstom,,MF
2022-10-07,3235,NJT PTC MECHANICAL,13,8.0,,,MF
2022-10-07,6332,NJT PTC MECHANICAL,12,8.0,,,MF
2022-10-07,5154,NJT PTC MECHANICAL,7,6.0,,,MF
2022-10-07,3205,NJT PTC MECHANICAL,18,,,,MF
2022-10-09,1869,NJT PTC MECHANICAL,10,4.0,,,SS
2022-10-10,42,NJT PTC MECHANICAL,24,6708.0,Alstom,,MF
2022-10-10,6640,NJT PTC MECHANICAL,12,8.0,,,MF
2022-10-11,447,NJT PTC MECHANICAL,9,3.0,,,MF
2022-10-11,6668,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-11,6251,NJT PTC MECHANICAL,29,9.0,,,MF
2022-10-11,6248,NJT PTC MECHANICAL,58,9.0,,,MF
2022-10-11,6293,NJT PTC MECHANICAL,18,8.0,,,MF
2022-10-11,6643,NJT PTC MECHANICAL,59,8.0,,,MF
2022-10-11,6343,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-11,1221,NJT PTC MECHANICAL,8,5.0,,,MF
2022-10-11,55,NJT PTC MECHANICAL,11,5.0,,,MF
2022-10-11,1165,NJT PTC MECHANICAL,18,5.0,,,MF
2022-10-11,1357,NJT PTC MECHANICAL,16,5.0,,,MF
2022-10-11,3842,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-12,3230,NJT PTC MECHANICAL,10,6.0,,,MF
2022-10-12,6222,NJT PTC MECHANICAL,20,9.0,,,MF
2022-10-12,3228,NJT PTC MECHANICAL,11,8.0,,,MF
2022-10-12,3506,NJT PTC MECHANICAL,10,8.0,,,MF
2022-10-12,608,NJT PTC MECHANICAL,8,3.0,,,MF
2022-10-12,1605,NJT PTC MECHANICAL,10,5.0,,,MF
2022-10-12,3714,NJT PTC MECHANICAL,10,1518.0,Alstom,,MF
2022-10-12,3716,NJT PTC MECHANICAL,16,,,,MF
2022-10-12,3718,NJT PTC MECHANICAL,11,9.0,,,MF
2022-10-12,3830,NJT PTC MECHANICAL,16,6056.0,Alstom,,MF
2022-10-12,3930,NJT PTC MECHANICAL,14,8.0,,,MF
2022-10-12,3932,NJT PTC MECHANICAL,10,8.0,,,MF
2022-10-12,6216,NJT PTC MECHANICAL,11,8.0,,,MF
2022-10-12,6320,NJT PTC MECHANICAL,16,9.0,,,MF
2022-10-13,3320,NJT PTC MECHANICAL,9,4511.0,Siemens,,MF
2022-10-13,6666,NJT PTC MECHANICAL,16,9.0,,,MF
2022-10-13,6641,NJT PTC MECHANICAL,21,9.0,,,MF
2022-10-13,6655,NJT PTC MECHANICAL,21,9.0,,,MF
2022-10-13,427,NJT PTC MECHANICAL,18,3.0,,,MF
2022-10-13,1614,NJT PTC MECHANICAL,8,6018.0,Alstom,,MF
2022-10-13,6341,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-13,6355,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-14,6279,NJT PTC MECHANICAL,12,8.0,,,MF
2022-10-14,6210,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-14,3870,NJT PTC HUMAN ERROR,7,9.0,,,MF
2022-10-14,3872,NJT PTC HUMAN ERROR,28,,,,MF
2022-10-15,9530,NJT PTC MECHANICAL,22,,,,SA
2022-10-15,6930,NJT PTC MECHANICAL,11,,,,SA
2022-10-15,7839,NJT PTC MECHANICAL,18,9.0,,,SA
2022-10-17,3836,NJT PTC MECHANICAL,19,9.0,,,MF
2022-10-17,50,NJT PTC MECHANICAL,18,6706.0,Alstom,,MF
2022-10-17,48,NJT PTC MECHANICAL,28,6701.0,Alstom,,MF
2022-10-17,3175,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-17,3951,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-17,1154,NJT PTC MECHANICAL,16,7025.0,Alstom,,MF
2022-10-17,3858,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-17,3864,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-17,1254,NJT PTC MECHANICAL,13,6.0,,,MF
2022-10-18,481,NJT PTC MECHANICAL,9,3.0,,,MF
2022-10-18,416,NJT PTC MECHANICAL,11,1319.0,Alstom,,MF
2022-10-18,1645,NJT PTC MECHANICAL,14,5.0,,,MF
2022-10-19,3228,NJT PTC MECHANICAL,19,8.0,,,MF
2022-10-19,3898,NJT PTC MECHANICAL,9,,,,MF
2022-10-19,3963,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-19,6318,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-19,3866,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-19,42,NJT PTC MECHANICAL,12,6708.0,Alstom,,MF
2022-10-20,3276,NJT PTC MECHANICAL,10,,,,MF
2022-10-20,3874,NJT PTC MECHANICAL,14,8.0,,,MF
2022-10-20,3716,NJT PTC MECHANICAL,0,,,,MF
2022-10-20,3831,NJT PTC MECHANICAL,19,9.0,,,MF
2022-10-20,3713,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-20,3870,NJT PTC MECHANICAL,16,9.0,,,MF
2022-10-20,3872,NJT PTC MECHANICAL,32,,,,MF
2022-10-20,3834,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-21,1001,NJT PTC MECHANICAL,10,5.0,,,MF
2022-10-21,6662,NJT PTC MECHANICAL,0,6.0,,,MF
2022-10-21,1079,NJT PTC MECHANICAL,16,5.0,,,MF
2022-10-21,6668,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-21,6643,NJT PTC MECHANICAL,17,8.0,,,MF
2022-10-21,447,NJT PTC MECHANICAL,600,3.0,,,MF
2022-10-21,3236,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-21,3201,NJT PTC MECHANICAL,9,,,,MF
2022-10-21,208,NJT PTC MECHANICAL,0,3.0,,,MF
2022-10-21,6245,NJT PTC MECHANICAL,24,8.0,,,MF
2022-10-21,6293,NJT PTC MECHANICAL,13,8.0,,,MF
2022-10-21,6359,NJT PTC MECHANICAL,11,9.0,,,MF
2022-10-21,3841,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-21,6659,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-21,330,NJT PTC MECHANICAL,11,3.0,,,MF
2022-10-23,4669,NJT PTC MECHANICAL,11,3.0,,,SS
2022-10-23,4670,NJT PTC MECHANICAL,16,3.0,,,SS
2022-10-23,4668,NJT PTC MECHANICAL,9,3.0,,,SS
2022-10-23,4671,NJT PTC MECHANICAL,10,3.0,,,SS
2022-10-23,7657,NJT PTC MECHANICAL,10,8.0,,,SS
2022-10-24,851,NJT PTC MECHANICAL,19,5.0,,,MF
2022-10-24,68,NJT PTC MECHANICAL,15,5.0,,,MF
2022-10-24,3898,NJT PTC MECHANICAL,20,,,,MF
2022-10-24,6659,NJT PTC MECHANICAL,12,9.0,,,MF
2022-10-24,43,NJT PTC MECHANICAL,12,5.0,,,MF
2022-10-24,48,NJT PTC MECHANICAL,8,6701.0,Alstom,,MF
2022-10-24,3937,NJT PTC MECHANICAL,17,9.0,,,MF
2022-10-24,6359,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-24,1210,NJT PTC MECHANICAL,16,5.0,,,MF
2022-10-24,63,NJT PTC MECHANICAL,31,3.0,,,MF
2022-10-24,3866,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-25,6662,NJT PTC MECHANICAL,12,6.0,,,MF
2022-10-25,432,NJT PTC MECHANICAL,13,4.0,,,MF
2022-10-25,1105,NJT PTC MECHANICAL,18,5.0,,,MF
2022-10-25,3266,NJT PTC MECHANICAL,31,9.0,,,MF
2022-10-25,6664,NJT PTC MECHANICAL,11,,,,MF
2022-10-25,1146,NJT PTC MECHANICAL,27,6700.0,Alstom,,MF
2022-10-25,330,NJT PTC MECHANICAL,15,3.0,,,MF
2022-10-25,334,NJT PTC MECHANICAL,13,3.0,,,MF
2022-10-25,858,NJT PTC MECHANICAL,8,5.0,,,MF
2022-10-26,6216,NJT PTC MECHANICAL,8,8.0,,,MF
2022-10-27,3511,NJT PTC MECHANICAL,14,8.0,,,MF
2022-10-27,63,NJT PTC MECHANICAL,10,3.0,,,MF
2022-10-27,3937,NJT PTC MECHANICAL,14,9.0,,,MF
2022-10-28,6318,NJT PTC MECHANICAL,11,9.0,,,MF
2022-10-28,6410,NJT PTC MECHANICAL,16,8.0,,,MF
2022-10-28,208,NJT PTC MECHANICAL,10,3.0,,,MF
2022-10-28,6614,NJT PTC MECHANICAL,0,4620.0,Alstom,,MF
2022-10-28,6616,NJT PTC MECHANICAL,15,7000.0,Alstom,,MF
2022-10-28,3719,NJT PTC MECHANICAL,9,9.0,,,MF
2022-10-28,417,NJT PTC MECHANICAL,11,3.0,,,MF
2022-10-28,3949,NJT PTC MECHANICAL,0,9.0,,,MF
2022-10-28,6210,NJT PTC MECHANICAL,13,9.0,,,MF
2022-10-28,3504,NJT PTC MECHANICAL,10,8.0,,,MF
2022-10-28,3926,NJT PTC MECHANICAL,10,4660.0,Siemens,,MF
2022-10-29,6935,NJT PTC MECHANICAL,0,,,,SA
2022-10-31,4635,NJT PTC MECHANICAL,19,3.0,,,MF
2022-10-31,3289,NJT PTC MECHANICAL,14,8.0,,,MF
2022-10-31,6676,NJT PTC MECHANICAL,12,9.0,,,MF
2022-10-31,3209,NJT PTC MECHANICAL,26,8.0,,,MF
2022-10-31,3866,NJT PTC MECHANICAL,0,8.0,,,MF
2022-10-31,6278,NJT PTC MECHANICAL,8,6.0,,,MF
2022-10-31,6320,NJT PTC MECHANICAL,13,9.0,,,MF
2022-11-01,6614,NJT PTC MECHANICAL,11,4620.0,Alstom,,MF
2022-11-01,6616,NJT PTC MECHANICAL,15,7000.0,Alstom,,MF
2022-11-01,6658,NJT PTC MECHANICAL,8,8.0,,,MF
2022-11-01,6270,NJT PTC MECHANICAL,32,8.0,,,MF
2022-11-01,6210,NJT PTC MECHANICAL,10,9.0,,,MF
2022-11-01,308,NJT PTC MECHANICAL,10,3.0,,,MF
2022-11-01,6410,NJT PTC MECHANICAL,9,8.0,,,MF
2022-11-01,3224,NJT PTC MECHANICAL,12,8.0,,,MF
2022-11-01,3504,NJT PTC MECHANICAL,12,8.0,,,MF
2022-11-01,3828,NJT PTC MECHANICAL,9,8.0,,,MF
2022-11-01,3926,NJT PTC MECHANICAL,10,4660.0,Siemens,,MF
2022-11-01,6318,NJT PTC MECHANICAL,12,9.0,,,MF
2022-11-01,3838,NJT PTC MECHANICAL,0,9.0,,,MF
2022-11-01,408,NJT PTC MECHANICAL,8,1355.0,Alstom,,MF
2022-11-02,854,NJT PTC HUMAN ERROR,17,5.0,,,MF
2022-11-02,6640,NJT PTC MECHANICAL,16,8.0,,,MF
2022-11-02,68,NJT PTC MECHANICAL,13,5.0,,,MF
2022-11-02,3963,NJT PTC MECHANICAL,10,8.0,,,MF
2022-11-03,3224,NJT PTC HUMAN ERROR,14,8.0,,,MF
2022-11-03,3504,NJT PTC HUMAN ERROR,13,8.0,,,MF
2022-11-03,3828,NJT PTC HUMAN ERROR,10,8.0,,,MF
2022-11-03,6318,NJT PTC HUMAN ERROR,13,9.0,,,MF
2022-11-03,6616,NJT PTC HUMAN ERROR,17,7000.0,Alstom,,MF
2022-11-03,3926,NJT PTC HUMAN ERROR,11,4660.0,Siemens,,MF
2022-11-03,6620,NJT PTC HUMAN ERROR,8,7042.0,Alstom,,MF
2022-11-03,3961,NJT PTC MECHANICAL,11,8.0,,,MF
2022-11-03,4612,NJT PTC MECHANICAL,19,4218.0,Alstom,,MF
2022-11-03,3126,NJT PTC MECHANICAL,0,4635.0,Siemens,,MF
2022-11-03,3175,NJT PTC MECHANICAL,0,9.0,,,MF
2022-11-03,3887,NJT PTC MECHANICAL,16,9.0,,,MF
2022-11-03,3738,NJT PTC MECHANICAL,0,9.0,,,MF
2022-11-03,3924,NJT PTC HUMAN ERROR,20,6031.0,Alstom,,MF
2022-11-03,3222,NJT PTC HUMAN ERROR,16,4627.0,Alstom,,MF
2022-11-03,3502,NJT PTC HUMAN ERROR,20,9.0,,,MF
2022-11-03,3710,NJT PTC HUMAN ERROR,17,12.0,,,MF
2022-11-03,6210,NJT PTC HUMAN ERROR,14,9.0,,,MF
2022-11-04,6662,NJT PTC MECHANICAL,10,6.0,,,MF
2022-11-04,3208,NJT PTC MECHANICAL,22,4646.0,Siemens,,MF
2022-11-04,3817,NJT PTC MECHANICAL,11,6.0,,,MF
2022-11-04,3705,NJT PTC MECHANICAL,9,10.0,,,MF
2022-11-04,3934,NJT PTC MECHANICAL,0,7015.0,Alstom,,MF
2022-11-05,539,NJT PTC MECHANICAL,11,,,,SA
2022-11-05,2103,NJT PTC MECHANICAL,23,,,,SA
2022-11-05,2107,NJT PTC MECHANICAL,32,,,,SA
2022-11-05,2112,NJT PTC MECHANICAL,16,,,,SA
2022-11-05,2106,NJT PTC MECHANICAL,19,6010.0,Alstom,,SA
2022-11-05,2111,NJT PTC MECHANICAL,22,,,,SA
2022-11-06,4688,NJT PTC MECHANICAL,27,3.0,,,SS
2022-11-07,1085,NJT PTC MECHANICAL,13,5.0,,,MF
2022-11-07,68,NJT PTC MECHANICAL,24,5.0,,,MF
2022-11-07,6664,NJT PTC MECHANICAL,10,,,,MF
2022-11-07,3154,NJT PTC MECHANICAL,7,,,,MF
2022-11-07,6663,NJT PTC MECHANICAL,13,8.0,,,MF
2022-11-07,880,NJT PTC MECHANICAL,17,,,,MF
2022-11-07,6363,NJT PTC MECHANICAL,0,,,,MF
2022-11-07,3922,NJT PTC HUMAN ERROR,0,4608.0,Alstom,,MF
2022-11-07,3837,NJT PTC MECHANICAL,32,8.0,,,MF
2022-11-07,3852,NJT PTC MECHANICAL,0,8.0,,,MF
2022-11-07,6639,NJT PTC MECHANICAL,25,,,,MF
2022-11-08,6222,NJT PTC MECHANICAL,21,9.0,,,MF
2022-11-08,6231,NJT PTC MECHANICAL,18,8.0,,,MF
2022-11-08,6233,NJT PTC MECHANICAL,10,6.0,,,MF
2022-11-08,6226,NJT PTC MECHANICAL,9,8.0,,,MF
2022-11-08,3934,NJT PTC MECHANICAL,0,7015.0,Alstom,,MF
2022-11-09,211,NJT PTC MECHANICAL,9,3.0,,,MF
2022-11-09,1101,NJT PTC MECHANICAL,11,,,,MF
2022-11-10,6675,NJT PTC MECHANICAL,15,9.0,,,MF
2022-11-10,3502,NJT PTC MECHANICAL,0,9.0,,,MF
2022-11-10,3712,NJT PTC MECHANICAL,0,10.0,,,MF
2022-11-11,61,NJT PTC MECHANICAL,10,5.0,,,MF
2022-11-11,408,NJT PTC MECHANICAL,15,1355.0,Alstom,,MF
2022-11-11,59,NJT PTC MECHANICAL,21,5.0,,,MF
2022-11-12,7228,NJT PTC MECHANICAL,0,,,,SA
2022-11-12,7285,NJT PTC MECHANICAL,33,,,,SA
2022-11-12,7229,NJT PTC MECHANICAL,0,,,,SA
2022-11-12,7804,NJT PTC MECHANICAL,17,4616.0,Alstom,,SA
2022-11-12,1789,NJT PTC MECHANICAL,35,5.0,,,SA
2022-11-12,1839,NJT PTC MECHANICAL,33,6.0,,,SA
